Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,2/1/2017,9.1,The Ampersand Hotel, United Arab Emirates , the room is small facilities are average lights are very dim there was a bad smell and there was no view whatsoever,23,902, the bed is very comfortable the location is excellent and the room is clean and tidy,17,19,6.7,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 4 nights ']",183 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/29/2017,9.1,The Ampersand Hotel, United Kingdom , The room turned out smaller than I expected but I didn t dwell on this fact because I did book the room online and the images could be deceiving What my main issue is and what left me utterly speechless was the lack of trustworthy staff this hotel employed I left my ring in my room s table I put it in the same spot every night and when I remembered after coming back to the hotel it disappeared I decided to not assume the worst and looked everywhere but there was no sign of it so I decided to speak to the reception and ask for their help to check which members of staff entered cleaned the room The response which left me utterly shocked was when I asked them to check cctv and they replied that they would but that s assuming someone from outside the hotel somehow entered my room and took the ring They didn t want to question any of their staff at least the ones who entered the room because they wanted to give their own employees the benefit of the doubt I understand that employers must protect their employees but what if that compromises the customers experience My primary issue was the ring that was stolen which has a lot of sentimental value linked to it but it s certainly a matter of trust now You d expect the hotel to contact you even if they didn t find the ring and the issue they claimed to look into But guess what No one has contacted me ever since it s been a month even to apologise I m writing this review not to express my anger only but to warn other customers from a hotel which clearly has their customers at the bottom of their priority list ,307,902, Nothing it was a disappointment ,7,1,2.5,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",186 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/17/2017,9.1,The Ampersand Hotel, United States of America , Room was exceptionally small no room to even put 2 suitcases so for a couple too small to even move around each other Should have upgraded the room and paid a bit extra ,35,902, Staff exceptionally nice and helpful Hotel beautiful and nicely done ,12,4,7.1,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ']",198 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/16/2017,9.1,The Ampersand Hotel, Jersey , Absolutely nothing ,4,902, The hotel is in a fantastic location in the heart of London and only a 1 minute walk to the nearest tube station South Kensington The staff at the hotel were extremely helpful and polite The room had plenty of character was in immaculate condition and was spotless The room service was excellent and reasonably priced for a hotel of this standard Unlimited complimentary soft drinks were also provided for the mini bar which was an added bonus we were unaware of I would recommend this hotel to anyone looking for something with a bit of character in the heart of the city We will be returning ,109,2,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']",199 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/15/2017,9.1,The Ampersand Hotel, United Kingdom , We liked the hotel the staff and the location was perfect for our trip to the V A Perfect ,21,902, The staff were amazing It makes such a difference to your stay and we will stay with you again Thanks ,22,3,9.5,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",200 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/13/2017,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Well placed for tube and therefore many parts of London We only stayed one night and although the room was very small it was attractive and clean with good quality toiletries Staff were extremely charming and helpful No hesitation in staying again ,44,37,10.0,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",202 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/12/2017,9.1,The Ampersand Hotel, Italy , The breakfast is not so great I tried full English menu bread was burnt and bacon was overcooked I will come back for the hotel but just go out for breakfast ,33,902, Everything is good nice deco helpful staff great location,10,5,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",203 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/2/2017,9.1,The Ampersand Hotel, United Kingdom , Not that it s any different but more variety in the mini fridges ,15,902, I enjoyed being greeted as soon as I opened the entrance door I loved the staircase and enjoyed the shower a lot Comfy bed and clean towels 100 ,30,1,10.0,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",213 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,1/2/2017,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Extras in the room were very good i e minibar tv toiletries Room was comfortable and large Really close to South Kensington tube station which was perfect ,29,1,8.3,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",213 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,12/19/2016,9.1,The Ampersand Hotel, United Kingdom , A couple of coat hooks on the outside of bathroom door or side of wardrobe would have made a big difference in such a small room ,28,902, Bed very comfy staff very friendly ,8,6,8.8,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",227 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,12/16/2016,9.1,The Ampersand Hotel, Spain , Nothing at all ,5,902, We had a very busy time in London and didn t have any time to enjoy the hotel facilities but we really loved the very comfortable bed and pillows Looking forward to having a longer stay next time ,40,29,9.6,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ']",230 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,12/15/2016,9.1,The Ampersand Hotel, United Kingdom , The street outside is a little noisy but considering you re in the heart of London I think it would be remiss to fault the hotel for this fact ,31,902, The staff went the extra mile to make our stay pleasant and memorable the room was absolutely luxurious and the location is incredible ,25,1,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",231 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,12/5/2016,9.1,The Ampersand Hotel, United Kingdom , The double room was so small very caulostrphobic the room stunk the smell from the back of the fridge was like stagger water and when you run the taps in the bathroom the smell of drains was disgusting ,40,902, Location,2,8,5.0,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",241 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,12/5/2016,9.1,The Ampersand Hotel, United Kingdom , We arrived at 3 30pm to check in we were advised to arrive 2pm and our room wasn t ready We were asked to take a seat and have a coffee or leave our baggage and the reception staff would call to let us know when the room was ready By 5 15pm we still hadn t been called We came back and were advised that the room was ready and for our inconvenience we could have a complimentary breakfast for two However despite this the cost of the breakfast was still added to our bill Room was very small dark and had no natural light ,108,902, The location of the hotel was great and breakfast was delicious The bathroom was also very spacious with lovely toiletries ,22,1,6.7,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ']",241 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/26/2016,9.1,The Ampersand Hotel, Australia , I ve stayed here before but this time I was very disappointed with my room It was tiny with a very large shower room that looked like a disabled toilet I couldn t open both my suitcases in the room I had to store one in the bathroom The hanging space was tiny and it was difficult to access the kettle to make a cuppa ,67,902, Beautifully decorated around main hotel Luxurious touches in rooms ,11,12,7.5,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 2 nights ']",250 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/20/2016,9.1,The Ampersand Hotel, United Kingdom , The double room was small with no view outlook onto a wall But there was an indication of this in the hotel description and for one night this was fine ,32,902, The special touches including a ready loaded mobile phone with maps and tourist information The extra special specialist teas soft drinks Inc in price L Occtaine soap storage of our luggage after we had checked out which enabled us to enjoy the rest of our time in London ,50,1,9.2,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",256 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/13/2016,9.1,The Ampersand Hotel, United Kingdom , I had arranged that on arrival there would be a 18th birthday treat in the room but unfortunately it came later The sink was faulty on second night and had to be attended to ,36,902, Comfy bed and quiet,5,2,8.8,"[' Leisure trip ', ' Family with young children ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",263 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/9/2016,9.1,The Ampersand Hotel, Australia ,No Negative,0,902, This is a lovely hotel in a perfect position next door to the South Kensington Tube I have stayed here three times and it is always good The hotel is a stylish retreat in a busy city with a good restaurant a comfortable drawing room and helpful staff ,50,50,9.6,"[' Business trip ', ' Couple ', ' Small Double Room ', ' Stayed 4 nights ']",267 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/7/2016,9.1,The Ampersand Hotel, United Kingdom , The games room was a mess when we went down there on Friday evening to play table tennis There were half cups of tea everywhere seemingly left from during the day I told the staff before we arrived that our stay was a birthday surprise for my boyfriend but they didn t make any extra effort like other top hotels do ,63,902, Comfy bedding and nice bathroom ,7,13,7.9,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",269 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/1/2016,9.1,The Ampersand Hotel, United Kingdom , Room sizes were tiny and too small for us as a family Also there were no adjoining family rooms,20,902, Staff were amazing kind especially as my kids are rather excitable and noisy restaurants were atmospheric food delicious especially breakfast,21,1,8.8,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",275 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,11/1/2016,9.1,The Ampersand Hotel, United States of America , We stayed for about a week and didn t want to live out of our suitcases that long but there was very little dresser or closet space into which to unpack Also as someone short of stature the very high tub was challenging to step into But these issues would not prevent us from returning ,57,902, The great things about this hotel include the attentive staff the great location the comfy bed and did I mention the very helpful staff Wonderful experience ,28,6,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 5 nights ']",275 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,10/20/2016,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Kind staff comfort heated bathroom floor great multiple choice breakfast with good expresso many good restaurants around a few steps to the underground station the handy phone guide to take with you to visit around ,37,1,10.0,"[' Leisure trip ', ' Family with young children ', ' Small Double Room ', ' Stayed 1 night ']",287 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,10/17/2016,9.1,The Ampersand Hotel, United Kingdom , Staff were a mixed bag to be honest On arriving back at the hotel after night out we couldn t get into our rooms as the system had advised we d checked out I was then questioned and queried by the night staff and made to feel like it was my problem and not the hotel s I had to wait over 20 minutes for keys to be re programmed to gain entry to the room Not much sympathy from the Duty Manager the next day This was the only bad thing but did leave a cloud over our stay The lady that we checked in with and checked out with however was a delight ,117,902,No Positive,0,3,7.5,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",290 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,10/5/2016,9.1,The Ampersand Hotel, United Kingdom , It was all amazing ,6,902, The staff were so friendly and helpful Nothing was too much trouble They looked after my 80 year old parents brilliantly The food was also excellent and I recommend the seafood risotto Fantastic location for the Royal Albert Hall and the museums Couldn t have been more perfect Thank you,51,1,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",302 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,10/4/2016,9.1,The Ampersand Hotel, United Kingdom , Nothing it was a faultless stay ,8,902, There was a free mobile phone in the room for use in or out of the hotel not that we used it but a great idea The drinks in the fridge were complimentary Comfy bed great shower fantastic location ,41,2,9.6,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",303 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,10/3/2016,9.1,The Ampersand Hotel, United Kingdom , Rooms really are tiny no space to even put a suitcase Staff were overstretched in the evenings The lounge area is always full of non residents making use of the afternoon tea service When checking in the full accommodation and extras cost was reserved on my credit card When I checked out I was told the hold would remain for 10 days company policy the standard excuse Unacceptable ,70,902, Great location and very lovely contemporary hotel Staff very accommodating and helpful ,14,18,7.1,"[' Leisure trip ', ' Group ', ' Small Double Room ', ' Stayed 2 nights ']",304 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/29/2016,9.1,The Ampersand Hotel, Canada , Nothing ,3,902, It s a wonderful hotel and we will certainly stay there the next time we re in London The location room staff breakfast everything was perfect I don t have anything negative or slightly less positive to say ,40,29,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']",308 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/27/2016,9.1,The Ampersand Hotel, United Kingdom , Room was next to lift so heard some lift motor noise and foot traffic ,16,902, Location was excellent Hotel clean tidy Perfect base for The Royal Albert Hall museums ,16,1,8.8,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",310 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/26/2016,9.1,The Ampersand Hotel, United States of America , The room wasn t that big but it had a great king size bed But I thought the value was very good ,24,902, The location is fabulous just 1 4 block from the tube There is also an area of outdoor restaurants nearby The staff members were terrific ,27,3,10.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 4 nights ']",311 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/26/2016,9.1,The Ampersand Hotel, New Zealand , Everything was excellent ,5,902, Our stay at the Ampersand hotel met all our expectations and we will recommend this hotel to all travelling to London We are looking forward to our next visit ,31,3,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",311 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/24/2016,9.1,The Ampersand Hotel, Australia ,No Negative,0,902, Great Location friendly and helpful staff For a London hotel I think I have finally found value for money I wont be staying anywhere else from now on Comfortable beds clean and central to everything ,37,4,9.6,"[' Leisure trip ', ' Family with young children ', ' Small Double Room ', ' Stayed 2 nights ']",313 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/23/2016,9.1,The Ampersand Hotel, Canada , Very small rooms more choices for breakfast you could hear the tube underground vibration if you have a room on the first floor but it was not a concern of mine but may be for some people ,39,902, Boutique hotel quiet and right across the street from the tube Close to Knightsbridge,15,2,8.3,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",314 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/15/2016,9.1,The Ampersand Hotel, United States of America , Couldn t quite get the air in my room right so was really stuffy for most of the stay They did send maintenance to look at it seemed to help some but never really did cool down Otherwise it was wonderful ,43,902, Love the staff the location the restaurant the decor and all the little touches that go above beyond The rooms are a good size you get lots of closet drawer storage It s really a lovely hotel and extremely close to a tube station restaurants ,47,2,10.0,"[' Leisure trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",322 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/8/2016,9.1,The Ampersand Hotel, Belgium , I didnt like that we had to pay 50 pounds in advance I have been in several hotels and never had to pay money in advance,27,902, THE bed was super Everything very clean staff very friendly ,12,3,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",329 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/8/2016,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Staff couldn t have been more welcoming friendly and helpful The added touch of the dog bowls and bed for our puppy in the room really made our stay Bed is extremely comfy and the room much bigger than I had previously got in London for around the same price ,52,3,10.0,"[' With a pet ', ' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",329 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/7/2016,9.1,The Ampersand Hotel, Jordan , The only negative I would say that I disliked was that there was a sound of glass being thrown into some kind of bin near our window I don t know it was a recycling bin or what but because our room was on the main floor the sound was rather loud Other than that it was a great stay ,62,902, The staff were kind enough to keep our luggage in storage for 10 days at the hotel we were traveling before our stay at the hotel and our luggage was placed in our room at time of check in that service was absolutely appreciated The staff were super friendly and were very attentive to our needs The rooms were so much more spacious than what we anticipated and immaculately kept Would stay here any time I have a short stay in London ,84,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",330 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/4/2016,9.1,The Ampersand Hotel, United Kingdom , Faultless ,3,902, This was a special occasion for the family and the hotel felt very special It is imaginatively furnished very comfortable very clean great facilities The staff were very cheerful and helpful they seemed to enjoy their jobs I only wished we could have stayed longer ,47,9,9.6,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 1 night ']",333 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,9/4/2016,9.1,The Ampersand Hotel, Australia , Wardrobe space rather limited,5,902, Excellent location over road from South Kensington station Comfortable well appointed rooms Very helpful and friendly staff ,19,1,9.2,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']",333 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/30/2016,9.1,The Ampersand Hotel, United Kingdom , There was no mirror over the desk dressing table to do hair make up There was space for one on the wall so this would make the room perfect,30,902, Beds were really comfy Compact room but had everything we needed ,13,2,9.6,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",338 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/30/2016,9.1,The Ampersand Hotel, United Kingdom , The room was very small No alcoholic beverages in the mini bar ,14,902, The staff was lovely The decor very pleasing and the location superb for museum visiting ,17,1,9.2,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ']",338 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/22/2016,9.1,The Ampersand Hotel, United Arab Emirates , The size of the standard room is very small it was hard to move around bathroom size was ok though very nice and clean ,26,902, Location is great close to a lot of nice restaurants and shops Room is nice and modern Great hotel overall ,22,8,8.3,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 1 night ']",346 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/21/2016,9.1,The Ampersand Hotel, United States of America , The room was small even for two people but for the location and price we made it work ,20,902, The location is around the corner from the metro across the steet from a number of restaurants and a fresh fruit store Our room was very quiet newspaper on our door every morning complementary orange snd apple juice and water Staff was amazing ,45,5,9.2,"[' Leisure trip ', ' Couple ', ' Small Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",347 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/19/2016,9.1,The Ampersand Hotel, United Kingdom , The restaurant Located in the basement and never open when we were hungry Smelt of fish and unappealing ,20,902, Wonderful location We booked for one night as we went to the Proms at the Albert Hall Easy walking distance to there and Hyde Park for a morning run and coffee ,33,8,9.2,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",349 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/18/2016,9.1,The Ampersand Hotel, United States of America , Maybe temperature control in room could be improved ,10,902, Staff is great Very helpful Complimentary beverages in room Also French press coffee is great Taxi and tube right across the street Great neighborhood ,26,2,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",350 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/15/2016,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Were vvery impressed by The Ampersand Welcoming helpful staff Clean comfortable beds and beautifully decorated rooms Loved it and will definitely be back ,25,1,9.6,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",353 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/11/2016,9.1,The Ampersand Hotel, South Africa , room is small but to be expected for London,10,902, The Location is great staff helpful with keeping luggage after check out fresh bedding free soft drinks,18,19,8.3,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 1 night ']",357 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/10/2016,9.1,The Ampersand Hotel, Switzerland ,No Negative,0,902, Loved the bed Really appreciated the complimentary tea coffee and the cold drinks in the fridge The staff was very friendly and helpful And the Drawing room had the perfect English feel to it ,36,5,9.6,"[' Leisure trip ', ' Family with older children ', ' Deluxe Double Room ', ' Stayed 4 nights ']",358 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/10/2016,9.1,The Ampersand Hotel, United Kingdom , Uncomfortable feather pillows with no latex ones available Hairdryer didn t work,13,902, Lovely mattress and bedding generally Good sized room Fresh milk in the fridge Electrical socket located on the desk right near the bathroom mirror which was handy when blow drying hair Nice bathroom,34,4,8.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",358 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/7/2016,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Gorgeous room and the bed was really comfortable Air conditioning in the room was great as the day we travelled up to London was really hot Everything was clean and lovely perfect for a night out in London Really good location for Royal Albert Hall we were there for the Proms ,53,2,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",361 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,8/5/2016,9.1,The Ampersand Hotel, United States of America , Nothing,2,902, Super close to the tube and also had a lot going on in the area in terms of museums restaurants and shopping with in easy walking distance Staff took great care and the resturant Apero donwstairs was excellent ,40,1,9.6,"[' Leisure trip ', ' Solo traveler ', ' Small Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",363 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/30/2016,9.1,The Ampersand Hotel, Australia , Wifi access But still ok ,7,902, Location is fantastic Lots of restaurants very close and love the taxis lined up outside in the middle of the road Lovely staff and hotel ,27,12,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",369 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/26/2016,9.1,The Ampersand Hotel, Spain , Underfloor heating in bathroom may be good in winter but we prefer not to have this in summer ,20,902, We nearly always stay in The Ampersand and every time we go back we think why did we try anywhere else A great boutique hotel with very friendly staff and the most comfy beds ever ,37,29,9.6,"[' Leisure trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",373 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/25/2016,9.1,The Ampersand Hotel, United States of America , Staff in the front parlor were hard to come by made getting a quick coffee in the morning difficult and we had to wait quite a while to get someone to seat us for tea ,37,902, Location was perfect close to the tube and walk able to lots of restaurants and bars Rooms were small but very comfortable ,24,3,9.2,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 4 nights ']",374 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/21/2016,9.1,The Ampersand Hotel, United States of America , Had issues with A C not working not usual for London on a hot day making sleeping near impossible but was resolved satisfactorily the following day,27,902,No Positive,0,1,8.8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",378 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/6/2016,9.1,The Ampersand Hotel, United Kingdom ,No Negative,0,902, Clean and modern hotel with very helpful staff Close to the London museums and great for shopping Right next to south Ken tube station with plenty of eateries on the doorstep ,33,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",393 day,51.4943077,-0.1755579
10 Harrington Road Kensington and Chelsea London SW7 3ER United Kingdom,220,7/2/2016,9.1,The Ampersand Hotel, United Kingdom , Luggage space in the room as you d expect London hotel rooms are slightly smaller and me travelling from Australia with a large suitcase was a bit of a struggle where to place it so I don t trip over it as it didn t fit in the wardrobe but that was a minor thing The room was on the ground floor so I could hear the underground going so next time I will request a room on the upper floors as I am a light sleeper ,89,902, Bed was very comfy just a tad small I booked a deluxe room and requested two singles as I was staying with my sister and request was met the decor cleanliness and set up was good Very impressed overall Toiletries were very generous and complimentary mini bar with soft drinks was a very nice touch Staff were very helpful and nothing was too much trouble Location was absolutely fantastic Will comeback next year ,75,4,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",397 day,51.4943077,-0.1755579
10 Monmouth Street Camden London WC2H 9HB United Kingdom,46,7/8/2017,9.4,Covent Garden Hotel, New Zealand , There is nothing not to like about this place ,11,158, Lovely lounge and bar to escape the city for some relax time if needed Also best coffee in London just over the road from the hotel ,28,2,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Junior Suite ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",26 days,51.5145986,-0.1270336
